"X","release_date","movie","production_budget","domestic_gross","worldwide_gross","distributor","mpaa_rating","genre"
902,"6/12/1963","Cleopatra",42000000,57000000,71000000,"20th Century Fox","G","Drama"
903,"5/12/2017","Snatched",42000000,45852178,57852177,"20th Century Fox","R","Comedy"
904,"10/12/2012","Here Comes the Boom",42000000,45290318,73239258,"Sony Pictures","PG","Comedy"
905,"7/14/1989","Licence to Kill",42000000,34667015,156167015,"MGM","PG-13","Action"
906,"1/27/2012","One for the Money",42000000,26414527,36197221,"Lionsgate","PG-13","Comedy"
907,"9/16/2005","Lord of War",42000000,24149632,60437727,"Lionsgate","R","Action"
908,"5/28/1993","Super Mario Bros.",42000000,20844907,20844907,"Walt Disney","PG","Action"
909,"10/2/1992","Hero",42000000,19487173,66787173,"Sony Pictures","PG-13","Comedy"
910,"4/18/1997","McHale's Navy",42000000,4408420,4408420,"Universal","PG","Comedy"
911,"5/28/2010","Micmacs",42000000,1259693,11756922,"Sony Pictures Classics","R","Comedy"
912,"11/8/2002","8 Mile",41000000,116724075,245768384,"Universal","R","Drama"
913,"5/11/2001","A Knight’s Tale",41000000,56083966,100622586,"Sony Pictures","PG-13","Adventure"
914,"8/22/2003","The Medallion",41000000,22108977,22108977,"Sony Pictures","PG-13","Comedy"
915,"10/14/2011","The Big Year",41000000,7204138,7684524,"20th Century Fox","PG","Comedy"
916,"7/15/2005","Wedding Crashers",40000000,209218368,283218368,"New Line","R","Comedy"
917,"2/13/2015","Fifty Shades of Grey",40000000,166167230,570998101,"Universal","R","Drama"
918,"12/25/2003","Cheaper by the Dozen",40000000,138614544,190212113,"20th Century Fox","PG","Comedy"
919,"7/25/2014","Lucy",40000000,126573960,457507776,"Universal","R","Action"
920,"12/25/2013","Lone Survivor",40000000,125095601,149804632,"Universal","R","Action"
921,"11/22/1989","Back to the Future Part II",40000000,118450002,332000000,"Universal","PG","Adventure"
922,"9/24/1999","Double Jeopardy",40000000,116735231,177835231,"Paramount Pictures","R","Action"
923,"7/25/2003","Spy Kids 3-D: Game Over",40000000,111760631,167851995,"Miramax/Dimension","PG","Adventure"
924,"7/24/1996","A Time to Kill",40000000,108766007,152266007,"Warner Bros.","R","Drama"
925,"7/1/1992","A League of Their Own",40000000,107533925,132440066,"Sony Pictures","PG","Comedy"
926,"10/1/2010","The Social Network",40000000,96962694,224922135,"Sony Pictures","PG-13","Drama"
927,"8/7/2009","Julie & Julia",40000000,94125426,126646119,"Sony Pictures","PG-13","Comedy"
928,"2/10/2017","John Wick: Chapter Two",40000000,92029184,171370497,"Lionsgate","R","Action"
929,"1/15/2016","Ride Along 2",40000000,90862685,124827316,"Universal","PG-13","Comedy"
930,"4/14/2006","Scary Movie 4",40000000,90710620,178710620,"Weinstein/Dimension","PG-13","Comedy"
931,"3/27/2015","Get Hard",40000000,90411453,106511453,"Warner Bros.","R","Comedy"
932,"2/4/2000","Scream 3",40000000,89138076,161838076,"Miramax","R","Horror"
933,"5/24/1990","Back to the Future Part III",40000000,88055283,244088654,"Universal","PG","Adventure"
934,"11/14/2014","Dumb and Dumber To",40000000,86208010,156553592,"Universal","PG-13","Comedy"
935,"11/13/1992","Bram Stoker's Dracula",40000000,82522790,215862692,"Sony Pictures","R","Horror"
936,"2/17/2006","Eight Below",40000000,81612565,120455994,"Walt Disney","PG","Adventure"
937,"12/24/1999","The Talented Mr. Ripley",40000000,81292135,128792135,"Paramount Pictures","R","Drama"
938,"9/25/2015","The Intern",40000000,75764672,197232734,"Warner Bros.","PG-13","Comedy"
939,"9/25/1992","The Last of the Mohicans",40000000,75505856,75505856,"20th Century Fox","R","Action"
940,"10/29/2004","Ray",40000000,75305995,124823094,"Universal","PG-13","Drama"
941,"4/1/2005","Sin City",40000000,74103820,158527918,"Miramax/Dimension","R","Action"
942,"3/20/2009","I Love You, Man",40000000,72013010,92302502,"Paramount Pictures","R","Comedy"
943,"12/20/1991","JFK",40000000,70405498,205400000,"Warner Bros.","R","Drama"
944,"1/27/2006","Big Momma's House 2",40000000,70165972,137047376,"20th Century Fox","PG-13","Comedy"
945,"11/4/2016","Hacksaw Ridge",40000000,67209615,168940583,"Lionsgate","R","Drama"
946,"3/2/2001","The Mexican",40000000,66808615,145238250,"Dreamworks SKG","R","Action"
947,"8/28/2009","The Final Destination",40000000,66477700,187384627,"Warner Bros.","R","Horror"
948,"4/17/2009","17 Again",40000000,64167069,139474906,"Warner Bros.","PG-13","Comedy"
949,"6/4/2010","Get Him to the Greek",40000000,61153526,91455875,"Universal","R","Comedy"
950,"11/21/2003","Gothika",40000000,59588068,141484812,"Warner Bros.","R","Horror"
951,"11/30/2001","Behind Enemy Lines",40000000,58855732,58855732,"20th Century Fox","PG-13","Action"
952,"8/25/2006","Invincible",40000000,57806952,58501127,"Walt Disney","PG","Drama"
953,"2/15/2013","Escape From Planet Earth",40000000,57012977,74156610,"Weinstein Co.","PG","Adventure"
954,"7/10/1998","Small Soldiers",40000000,55143823,71743823,"Dreamworks SKG","PG-13","Adventure"
955,"7/31/1997","Spawn",40000000,54979992,87949859,"New Line","PG-13","Action"
956,"11/26/2014","Horrible Bosses 2",40000000,54445357,105945357,"Warner Bros.","R","Comedy"
957,"1/25/2002","The Count of Monte Cristo",40000000,54228104,75389090,"Walt Disney","PG-13","Drama"
958,"6/16/2006","The Lake House",40000000,52330111,114830111,"Warner Bros.","PG","Drama"
959,"7/9/2010","Predators",40000000,52000688,127234389,"20th Century Fox","R","Action"
960,"8/15/2012","The Odd Life of Timothy Green",40000000,51853450,55249159,"Walt Disney","PG","Drama"
961,"7/31/1987","The Living Daylights",40000000,51185000,191200000,"MGM","PG","Action"
962,"12/8/2006","Apocalypto",40000000,50866635,121032272,"Walt Disney","R","Action"
963,"6/18/1986","Legal Eagles",40000000,49851591,49851591,"Universal","PG","Comedy"
964,"8/12/2005","The Skeleton Key",40000000,47907715,92256918,"Universal","PG-13","Horror"
965,"6/20/2014","Jersey Boys",40000000,47047013,65282732,"Warner Bros.","R","Drama"
966,"11/21/1997","The Rainmaker",40000000,45916769,45916769,"Paramount Pictures","PG-13","Drama"
967,"2/7/1992","Medicine Man",40000000,44948240,44948240,"Walt Disney","PG-13","Drama"
968,"12/12/1997","Amistad",40000000,44212592,58250151,"Dreamworks SKG","R","Drama"
969,"5/30/2014","A Million Ways to Die in The West",40000000,42720965,86778557,"Universal","R","Comedy"
970,"8/12/2011","Final Destination 5",40000000,42587643,155011165,"Warner Bros.","R","Horror"
971,"12/25/2007","Aliens vs. Predator - Requiem",40000000,41797066,128884494,"20th Century Fox","R","Action"
972,"12/25/2007","The Water Horse: Legend of the Deep",40000000,40412817,103429755,"Sony Pictures","PG","Drama"
973,"7/18/2014","Sex Tape",40000000,38543473,126069509,"Sony Pictures","R","Comedy"
974,"4/15/2011","Scream 4",40000000,38180928,95989590,"Weinstein/Dimension","R","Horror"
975,"12/21/1994","Ri¢hie Ri¢h",40000000,38087756,38087756,"Warner Bros.","PG","Comedy"
976,"8/11/2000","Autumn in New York",40000000,37752931,90717684,"MGM","PG-13","Drama"
977,"3/18/2011","Paul",40000000,37412945,101162106,"Universal","R","Comedy"
978,"12/19/2012","The Guilt Trip",40000000,37134215,41294674,"Paramount Pictures","PG-13","Comedy"
979,"2/18/2000","Hanging Up",40000000,36037909,51867723,"Sony Pictures","PG-13","Comedy"
980,"3/1/1991","The Doors",40000000,34416893,34416893,"Sony Pictures","R","Drama"
981,"8/20/1999","Mickey Blue Eyes",40000000,33864342,53864342,"Warner Bros.","PG-13","Comedy"
982,"10/20/2000","Pay it Forward",40000000,33508922,55696705,"Warner Bros.","PG-13","Drama"
983,"3/21/2008","Drillbit Taylor",40000000,32862104,49686263,"Paramount Pictures","PG-13","Comedy"
984,"12/25/2011","Extremely Loud and Incredibly Close",40000000,31847881,55247881,"Warner Bros.","PG-13","Drama"
985,"7/1/1994","The Shadow",40000000,31835600,31835600,"Universal","PG-13","Action"
986,"11/10/2010","Morning Glory",40000000,31011732,59795070,"Paramount Pictures","PG-13","Comedy"
987,"11/9/2005","Get Rich or Die Tryin'",40000000,30981850,46666955,"Paramount Pictures","R","Drama"
988,"12/25/2013","Grudge Match",40000000,29807260,69807260,"Warner Bros.","PG-13","Comedy"
989,"4/2/1999","The Out-of-Towners",40000000,28544120,28544120,"Paramount Pictures","PG-13","Comedy"
990,"8/11/2017","The Nut Job 2: Nutty by Nature",40000000,28370522,57465156,"Open Road","PG","Adventure"
991,"8/23/1996","The Island of Dr. Moreau",40000000,27682712,27682712,"New Line","PG-13","Adventure"
992,"9/7/2001","The Musketeer",40000000,27053815,27053815,"Universal","PG-13","Adventure"
993,"1/27/2017","Resident Evil: The Final Chapter",40000000,26844692,312825686,"Sony Pictures","R","Action"
994,"2/29/2008","The Other Boleyn Girl",40000000,26814957,78269970,"Sony Pictures","PG-13","Drama"
995,"6/30/2017","The House",40000000,25584504,31192743,"Warner Bros.","R","Comedy"
996,"2/16/2001","Sweet November",40000000,25288103,65754228,"Warner Bros.","PG-13","Drama"
997,"4/5/2007","The Reaping",40000000,25126214,62226214,"Warner Bros.","R","Horror"
998,"6/3/1994","Renaissance Man",40000000,24172899,24172899,"Walt Disney","PG-13","Comedy"
999,"5/15/1998","Quest for Camelot",40000000,22772500,38172500,"Warner Bros.","G","Adventure"
